Seed	Start_X	Start_Z	Portal_X	Portal_Z	Distance
-6573384288471872115	-112	-10	-1840	-176	1848
2333609874560578929	24	-106	384	-1648	1689
347522438891189201	50	127	752	2016	2101
2204412860252260488	-95	83	-1488	1280	1907
6972880440707607096	66	-106	976	-1664	1992
4582313463506778991	-65	-102	-1008	-1648	1957
-307188356931696817	-7	-129	-64	-2080	2331
-6426454350618851807	66	-118	1072	-1936	1572
-1874441027252779956	-119	86	-1952	1344	2370
4645645333274341849	-122	-71	-1936	-1120	2179
7906814413444461080	-97	-115	-1568	-1760	2372
-4492721260612777400	108	-16	1760	-304	1786
6058086766412220837	-96	3	-1552	32	1552
-6607724235613464358	-102	-27	-1696	-432	1655
5439686242579557204	87	86	1424	1376	2143
3720718559809015406	145	-73	2288	-1232	2599
-8028046968093181105	52	111	864	1760	1996
896117168518722576	95	24	1472	416	1530
5333288701386528429	98	106	1600	1712	2343
8379410899349956096	-30	98	-512	1552	1619
3523404601139198288	-102	42	-1648	688	1786
-2802464025455766864	-47	114	-800	1856	1984
-2178996952041397509	-21	-162	-288	-2608	2624
-2191381851013913836	-60	59	-1024	944	1338
-3851521263653167303	24	132	352	2080	2097
-8620270319084740516	-7	91	-128	1408	1428
6987235664544553685	-12	164	-208	2592	2361
-8204250303505178650	-162	44	-2576	640	2583
7241126093538672043	116	28	1904	432	1952
-5474787454341110205	97	-77	1520	-1184	1927
-3068739353417221417	99	33	1552	464	1619
-1840382555051570123	-134	62	-2112	1040	2354
-4564215904679985516	134	-24	2112	-432	2156
-5181209053629573342	-124	-97	-1968	-1600	2536
-8395653287665152814	95	57	1552	928	1956
-8394245912781271174	-158	54	-2544	832	2672
2634788099676152615	131	-57	2080	-912	2503
1228820591007074250	-142	-28	-2288	-464	2335
-9181812897612848506	92	94	1504	1456	2093
-6882443812863419532	-26	-111	-464	-1824	1882
8055714676149357422	114	28	1872	416	1930
-6242369715820898140	101	133	1568	2112	2692
4215270093911287597	-45	-159	-752	-2496	2607
-8456733357602074127	-38	-93	-624	-1520	1553
5437434442793035310	-78	-68	-1312	-1088	1725
805482226043651822	144	47	2288	784	2419
2431000216547874576	29	-161	448	-2560	2576
-1408881415738707116	8	105	144	1728	1734
-5706722835133439066	86	41	1392	624	1388
-5229622749608388638	94	30	1456	464	1528
-2781634877155692003	-111	-108	-1824	-1696	2491
3880314871632133404	-49	117	-816	1840	2215
-5334049965967534825	-143	40	-2256	640	2340
8931101853729188326	147	-20	2304	-304	2070
2769333138557346078	-82	60	-1296	960	1613
5715250244811466138	-132	46	-2128	720	2208
70269586881556835	-81	-129	-1344	-2096	2446
-2822448748772627144	-32	-133	-496	-2112	2169
-3689110202064641128	-112	-12	-1824	-176	1806
-2290179567812307669	63	132	1040	2080	2326
2701497669176452274	107	73	1728	1200	2104
-5867726521802041844	-51	-117	-816	-1920	2086
-6979552679806511786	109	-72	1760	-1200	2109
5516247436287878994	96	97	1488	1568	2048
-3569201861978659688	-30	-85	-448	-1328	1489
1499880993609821094	34	-88	576	-1376	1492
2159939813997907175	-71	-91	-1168	-1488	2161
-7097209220061039632	-27	-86	-400	-1424	1517
-7988077521347829494	-135	65	-2192	992	2248
8143816343893357872	-102	-86	-1648	-1440	2244
1563775813329189614	-93	-43	-1488	-736	1752
-3481944619185223684	-146	55	-2288	864	2480
-507598540281993783	7	-131	80	-2080	2082
625901190935793227	73	50	1168	848	1354
-8710623786556093803	-24	-101	-432	-1600	1657
4820722768855627464	92	-10	1488	-128	1497
-3740057172821882576	130	-17	2096	-240	2112
-5000783593507590246	-38	-155	-560	-2464	2527
943967914622694094	156	-36	2528	-576	2623
255761596565844278	49	120	752	1888	2026
-1471087385553326463	111	117	1776	1824	2546
5094034971246755679	-110	-59	-1792	-992	2048
9207510280896567745	94	32	1504	464	1564
-7831858909258498147	-90	64	-1456	976	1753
5612793353326235875	-98	-47	-1568	-736	1649
2894589503234126047	33	-160	576	-2576	2640
6161951032892390321	123	-23	1920	-352	1952
-8762133707282254828	-88	-87	-1424	-1424	1954
3460635681402198772	51	117	752	1872	2017
-1242811179432253861	7	104	96	1680	1683
4970185981502204675	-32	-123	-560	-2016	2146
2876856579706164473	-83	-90	-1312	-1408	1925
8590798606932841491	39	-73	608	-1120	1274
5651073950166954387	88	-88	1456	-1440	1980
-255959911082768292	64	-82	1008	-1360	1693
-6716092101568946093	77	62	1264	976	1691
4152782649138302653	24	-118	368	-1824	1861
5989406872175703489	-50	-85	-832	-1312	1086
5215069211244809097	141	4	2288	96	2290
6788232856081436836	22	152	384	2464	2412
-8163999381765286528	90	-16	1376	-272	1306
-6698640653007803849	114	-124	1792	-2000	2661
-2506915299832021609	158	-30	2512	-528	2583
-6279805887660966756	21	-89	304	-1392	1354
-2926031540153220266	4	108	64	1680	1696
2492080286551220716	147	-73	2368	-1200	2498
3416444110069939785	-105	-8	-1696	-192	1719
3491316453876877365	66	125	1088	1984	2322
8053181401427179385	113	-19	1824	-272	2562
713721383699375189	26	109	432	1760	1851
7571859191256646511	-131	9	-2096	112	2144
-4680465069980303017	-9	-124	-208	-1968	1711
9181896058043396927	-19	127	-352	2016	2046
8212777713228914020	119	116	1856	1840	3271
8171682366630032008	21	82	320	1312	1457
2713601093233907225	105	-102	1680	-1680	2354
-653684053155367127	-127	6	-2000	80	1970
5093190546346574971	96	66	1504	1008	1811
6301844096342921182	123	-34	1936	-528	1921
-4978828545288189016	52	153	832	2416	2555
4526862893207570744	93	-80	1440	-1264	1269
2255922781106196934	-53	-140	-800	-2240	2379
-1442939887844366605	-73	-80	-1200	-1312	1766
7723855678693530166	-93	72	-1424	1152	1832
5284593530519157661	-147	-7	-2320	-64	2321
-8892175146489351875	-128	-12	-2064	-144	2069
1267382662905725749	111	-62	1824	-992	2076
2052697847929828513	-105	-15	-1744	-256	1726
6335058143607133638	71	77	1168	1248	1666
1895634810926938589	40	107	688	1712	1914
6836083602152900754	132	-18	2144	-224	2156
7646731535079681924	-138	-33	-2240	-576	2364
-3924704757495104577	118	21	1904	288	2452
-7553480157247025950	20	-84	336	-1296	1339
7350056909629327945	-88	75	-1360	1232	1117
-2285957443082853280	-84	122	-1328	1904	2303
-7892376029204990465	67	-49	1072	-816	1347
4020207935143922148	143	-29	2304	-400	2024
4079036205277885555	29	154	400	2464	2496
8708455147240737050	-98	112	-1536	1856	2454
996040785370313978	74	-72	1152	-1136	1618
1294122785707475580	87	19	1344	288	1358
-3406227850383202612	-76	145	-1232	2352	2655
1281174936780541286	-82	44	-1376	720	1553
-237945512525296078	-4	-126	-80	-1968	1944
-93267374493791177	-68	-102	-1104	-1600	1944
-6183541445580446515	-148	-67	-2336	-1072	2619
1390668702726740724	80	147	1264	2384	2698
-5913325467937487734	-112	100	-1744	1584	2449
1157325947036851467	88	-49	1392	-816	1600
6978509940391818389	96	-31	1520	-560	1620
-8764104032054963478	-161	-8	-2608	-80	2609
8981204399693713020	49	-102	800	-1664	1804
7823497820483051783	-115	-71	-1808	-1136	2135
4069747531069930568	155	-3	2496	-32	2496
-3376954452785658640	-147	25	-2352	448	2354
-8920322644123922245	30	-130	496	-2048	2107
2085067470287748435	-45	105	-752	1712	1798
1965159130209061052	-93	-94	-1488	-1536	2139
-8453918607711572260	-115	-97	-1888	-1552	2444
2601855527530502812	-97	-2	-1504	16	1504
4853373866239869372	114	61	1808	928	1954
7935806336198530230	63	-97	992	-1584	2039
-5797076302537548196	53	113	816	1856	2027
7698522930832034812	-133	6	-2176	80	2196
2128133141728557127	-103	84	-1696	1328	2164
37899964675312675	-60	-64	-928	-1072	1418
-5468313529737705460	12	-144	160	-2352	2557
2633380724928267162	70	140	1136	2272	2462
-2765027853404449727	-27	-105	-416	-1632	1684
643915589538333085	-81	-29	-1264	-496	1341
5926637952445927241	-13	-144	-256	-2336	2331
-7300997103094499953	157	20	2496	368	2448
-6771824146878409476	-134	-90	-2160	-1392	2570
-5416803608992972127	24	98	384	1520	1568
8326212128907156221	97	14	1584	192	1596
-5788069103271759885	73	-68	1104	-1120	1612
4991015129864598194	-118	-50	-1872	-752	2011
-5718263309044705482	-66	-62	-1024	-1024	1448
6568119424375472394	-12	-87	-160	-1392	1401
8454564718291156321	129	-1	2112	0	2112
4830292918164773401	55	-97	912	-1568	1814
-3314185532957750530	19	101	304	1552	1581
-5920643817297409992	-123	93	-2016	1504	2515
-6422513700770708949	29	-93	480	-1472	1073
-4521431708066918829	-128	52	-2080	848	2246
1048958081037489942	42	-91	720	-1472	1639
7134728552498926568	-141	-98	-2320	-1584	2809
7206786146538835745	19	89	256	1408	1431
8624294129254096181	107	-57	1728	-928	2108
-5515319850827234614	101	129	1648	2064	2523
7282784390253072969	113	106	1760	1712	2455
-3139952522364790056	-134	53	-2224	848	2380
-7793578312321830922	-21	-98	-416	-1552	1618
773394078844141125	45	-125	720	-1936	2231
-1824057006238702926	153	-43	2400	-736	2464
-1659957094814783730	58	106	944	1648	1899
7509653221488406008	-125	70	-2000	1072	2269
8292998081674317505	44	-151	720	-2464	2567
-8326973393182900348	108	25	1696	352	1763
2072964046322459459	75	104	1136	1664	1940
-2860447870482893095	-119	20	-1904	288	1926
-9052334408163264870	105	92	1616	1472	2694
-7237383758331552046	73	117	1200	1888	2639
-6210000093336902344	43	-116	704	-1872	1985
3621920843167299301	68	117	1104	1904	2201
-331676679710311048	138	-61	2256	-960	2452
-3186395893505804491	32	-89	464	-1424	1587
5375228473103243557	-165	-30	-2640	-512	2689
-9019120360901610211	69	-101	1072	-1568	1899
1552516814397296192	-38	148	-608	2400	2538
-7167015014143781801	113	82	1792	1248	2019
8254717484856646923	-94	-118	-1536	-1904	2446
-3682636277442183749	-38	98	-576	1536	1628
-431318821456427649	39	-84	608	-1296	1432
-5592443994422672956	61	-112	992	-1824	2076
-1444910212589372987	-96	66	-1552	1008	2202
2442540690762514155	89	59	1408	912	1678
-7171518613765407395	127	13	2016	160	2022
522881349598509694	157	-51	2512	-848	2486
-3826188515556673164	-67	133	-1056	2176	2419
-8344143366739250439	-103	-113	-1600	-1792	2272
606197942707420844	-29	96	-496	1504	1584
857836571890354026	163	-8	2640	-112	2642
-8690357588087403534	-94	105	-1552	1664	2275
-2474545677383889306	21	98	320	1616	1528
-5294361994070775065	-123	-109	-1936	-1776	2783
3593210395569651825	-29	-143	-480	-2352	2400
-3040873330523797324	112	-62	1824	-992	2351
-8578330547352034671	49	-136	784	-2160	2520
-8956351441073497772	-72	-113	-1216	-1840	2206
-675076151268704935	49	163	720	2608	2706
6457218283606106609	-21	90	-288	1456	1484
1386728053141313302	132	29	2080	480	2038
8597835481491755242	-64	122	-1008	1936	2183
5748182817273535911	-113	-52	-1808	-816	1984
-4396175343377571919	-16	139	-272	2256	2267
4090295204449671633	44	111	672	1776	1938
8479334516299501366	137	46	2224	752	2348
-8407756711453924447	-140	-45	-2192	-720	2345
-2779946027100993523	-98	-96	-1472	-1552	2139
7152180001111681803	105	19	1712	272	1733
203970201010126066	-87	74	-1376	1200	1622
9131230562366284131	102	-20	1616	-288	1641
63795662612156580	-118	18	-1856	320	1876
315997241746945383	106	-69	1664	-1136	2015
-6195926344452934751	106	93	1728	1536	2312
5571979481867656192	-104	-11	-1632	-192	1643
-4280207652958135142	-77	-43	-1232	-640	1388
-3694458226420641128	-86	-66	-1408	-1024	1741
1020529108459619679	155	61	2432	944	2721
7352027234589369186	30	148	480	2304	2353
-2508885624514685247	-49	-98	-784	-1536	543
7809705546721867531	-35	98	-544	1600	1552
697958785151104281	-70	-108	-1152	-1760	2103
-6963227130958778423	91	22	1440	400	1420
670092762461148098	-4	-142	-112	-2304	2279
9080002116622850513	-129	-17	-2048	-224	2064
3187886429138770605	84	-112	1328	-1840	2311
4508848494842031891	-16	-94	-272	-1520	1610
-5414551809091242573	101	83	1584	1312	1685
959730513499410364	-8	136	-160	2160	2106
-8776770405897038927	-35	-84	-528	-1376	1483
-2084702834599632578	36	100	528	1600	1607
-6200148469085897425	-73	144	-1136	2272	2447
-2937853489008879649	67	-81	1104	-1328	1784
-1580299676332270867	12	138	192	2272	2192
4437072375788236269	21	-112	336	-1856	1905
-6706521952186425913	116	-62	1904	-976	2140
-8493043629368267397	-130	60	-2096	1008	1943
7066611608220762576	136	54	2208	864	2371
-4520868758025500345	-46	-106	-752	-1760	1914
-6143009048808448073	135	-100	2160	-1648	2717
1005892409689927401	92	110	1440	1744	2262
5075739097951156287	25	-125	432	-2000	1883
-7569242755797755907	-85	-151	-1360	-2448	2800
4215270094147368100	130	96	2048	1472	2874
2966365622482694178	14	90	176	1456	1512
7314872537687263510	120	-34	1888	-576	1974
-2626542164756264949	-87	-143	-1408	-2304	2687
5539609859573791450	-114	-114	-1760	-1824	2535
-5338835040338922265	123	-48	1952	-736	2095
-5987916336633118482	-32	119	-480	1936	2236
-7246390957505561345	-76	65	-1248	1056	1635
-303247706983769411	9	-109	80	-1728	2279
8808378764118460078	-129	-33	-2096	-560	2158
-1952128120552909552	-110	-35	-1808	-576	1898
3340445866538403239	-110	17	-1696	272	1718
-7708291394283074833	-24	103	-384	1584	1630
-6421950750715337397	70	105	1104	1728	2083
8026722753796562976	58	-77	976	-1248	1584
-8454481557541334435	62	-157	1024	-2528	2728
-2892254542761145201	10	-101	128	-1664	1669
-8440689283681422352	99	86	1536	1376	2192
7569044441668178408	-66	136	-1088	2128	2390
-6725943725559092185	165	-17	2608	-240	2619
9180770158313639236	123	12	1952	224	2340
-5053982363897439471	-84	-72	-1376	-1152	1795
-7372210272086386163	99	-109	1568	-1696	2299
-2483271401598524456	54	92	896	1440	1745
-3547246813564525778	34	125	592	2016	2101
6281859373171661978	59	-76	992	-1232	1627
-8552434849433064988	-64	78	-1072	1264	1657
8385884824086579611	35	-121	544	-1920	1996
6218808978393536237	-124	-84	-2032	-1344	2436
-7313100526970054418	110	94	1792	1504	2340
8569125033928786870	117	-34	1888	-576	1903
1611626559595412068	-72	130	-1152	2064	2640
-3323192732095245180	28	157	384	2560	2707
7062952433552089614	140	-81	2224	-1328	2877
-8897241695894945485	4	-152	48	-2400	2400
7055352609182130911	13	140	256	2256	2270
3399837086641903721	111	7	1792	128	1936
-2248521271010385276	-143	31	-2304	464	2156
8023345054092265180	106	-39	1712	-672	1881
-5409203784493589010	-140	56	-2256	944	2619
-3520788165740989369	-89	39	-1456	656	1597
3038423216547904247	9	98	208	1568	1889
-6368189030145114491	-93	29	-1472	432	1534
-1068578168635278724	-56	-148	-848	-2368	2470
1165207246541606113	-84	113	-1392	1776	2259
-7254553731803496511	139	-65	2160	-1056	2404
-3190899493030934087	-27	-92	-416	-1488	1549
620553166608819420	116	27	1808	464	1867
1566027613380066538	72	-72	1184	-1104	1619
7839823369288145625	-82	5	-1328	112	1333
-6458542497659047333	63	-105	1056	-1664	1971
-8872753372905802640	-80	92	-1312	1424	1903
-4111041191891404065	89	-41	1472	-672	1616
-3390183776533557212	-68	131	-1040	2080	2254
3693696962345097686	-60	-73	-992	-1152	1631
-8279404121995111006	102	-115	1600	-1840	2561
-1639127946413807665	109	-94	1776	-1568	2388
-7094675945018820137	125	37	1968	560	2046
-623284755463519196	42	-123	640	-1968	2191
-1951283695583680234	-130	103	-2032	1632	2606
-1212974831671168164	63	-131	1040	-2112	2354
420142983204234293	-22	-145	-288	-2320	2489
2133762641418902439	-7	-156	-144	-2512	2531
6368835141007551656	33	-163	464	-2624	2665
4385280980128236810	47	-95	720	-1488	1156
-3145863496740957549	-29	85	-416	1360	1473
1032914007506600168	-91	65	-1440	1072	1795
-119163072166173323	47	126	720	2048	2171
8661167351347234969	90	-41	1488	-656	1721
6833550327565022672	11	102	160	1568	1536
-6963508605860149680	109	-10	1760	-192	1770
8561243734617436296	-24	122	-400	2000	2031
870221470977441746	-36	-137	-592	-2224	2306
-5738248032235057926	-38	-97	-608	-1536	1652
-2338311788547003085	41	-120	672	-1952	2064
5579016356370843919	-91	-22	-1504	-368	1525
1431201099562732864	127	-86	2032	-1408	2472
-515761314343346288	68	-73	1024	-1168	1508
-6131468574697553360	-46	88	-720	1424	1412
3254595998696606648	99	116	1600	1888	2501
-2824700548299753265	33	-150	544	-2368	2430
-6730165850159956842	92	-94	1504	-1472	2152
1514517692672749005	119	11	1920	128	1924
-3195403092625996123	-49	-93	-784	-1552	1660
1835399166126642448	-19	-122	-288	-2000	2284
1565746138438062423	-8	126	-128	1968	1972
-115222422476754946	85	-14	1312	-224	2108
2505872560653213241	52	-82	768	-1328	1534
-810465614951470464	-60	70	-1008	1104	1495
-5852526872767274223	-14	-170	-272	-2768	2781
6371931365777343329	-1	153	-16	2400	2480
-2209677724176830304	-159	-5	-2560	-112	2422
-655935852732900702	-119	42	-1904	640	1919
5643474126052171088	36	80	592	1344	1469
1241486965274751561	-41	84	-720	1344	1505
-8147673832862470996	71	-64	1088	-1024	1494
1023062383348382391	122	45	1936	672	1979
4520670443955055248	-130	-91	-2048	-1504	2637
-5113655058896720616	-147	-28	-2352	-480	2389
7297421089206762652	119	-73	1856	-1168	2586
-9169146523342674497	-21	105	-384	1728	1770
1022217958422308045	98	-12	1552	-144	2017
-8343298941671208358	32	107	464	1728	1785
9128697287689662083	65	97	1056	1504	1754
1569686788128493719	64	-96	1072	-1504	1847
6481425131730383129	-83	-54	-1360	-848	1603
8270761558680344352	-78	-47	-1232	-800	1469
1460474497168201032	101	139	1632	2176	2720
-6362559530551000614	7	-147	96	-2400	2235
-6135127749368463555	-110	39	-1760	656	1781
-8498391653830096386	127	-99	1968	-1600	2536
-3237342864130902446	-27	89	-480	1440	1518
799289776879613359	-91	61	-1488	944	1762
8960656726605539173	87	83	1376	1280	1879
2049601623428867021	120	97	1888	1536	2557
-5965961288360449450	93	46	1456	768	2192
-8227331251253709694	-139	-31	-2192	-544	2258
6952332767776162197	81	135	1248	2160	2495
-7257368481507720631	93	-53	1408	-880	1660
-896315482822047298	-1	-134	0	-2176	2176
-3917949357808841914	54	-87	832	-1376	1782
-6310205184872635496	57	-141	944	-2256	2464
-7126482617332412770	24	98	416	1600	1631
3936609867304822986	-60	-155	-928	-2448	2645
-8646447491565645970	108	-121	1744	-1984	2642
-3257046112484263514	-41	-167	-688	-2704	2790
-6727351100349341000	47	77	720	1216	1413
-1278558501182588262	-104	68	-1680	1136	2028
5871187382246107597	-97	124	-1600	1984	2566
-5907695968163932896	-92	-56	-1504	-912	1692
-4095841543077317361	100	43	1552	672	1679
6447648134550956008	-54	-137	-880	-2192	2324
1260345788750387202	-163	30	-2576	480	3107
-9146910000148620440	124	-15	1952	-256	1969
-9083859605365344753	-78	97	-1248	1600	2029
9070994917498358822	106	-24	1728	-384	1770
-559952885632886071	-78	-64	-1200	-1040	1160
-3022858931850916518	-95	81	-1552	1328	2088
-1733985013492263045	16	135	240	2176	2193
-809621189973664194	-119	13	-1904	176	1912
-7783163737978706683	146	-29	2368	-512	2322
-3999014151079618966	-83	-136	-1360	-2112	2512
-236538137386116946	129	29	2064	400	2102
4317164035839736919	-152	10	-2480	176	2502
2832946483644950859	-9	-152	-96	-2432	2385
9084505716390587942	95	-39	1568	-592	1676
4904320837261201101	13	109	240	1760	1776
3538322775284432260	159	-3	2576	-48	2770
4631008634875734252	-1	137	-16	2256	2623
-3226646814977684792	44	-151	688	-2400	1967
-2094554458647376154	-38	107	-592	1744	1821
-3955385529681274966	-63	-70	-1040	-1088	1483
1987677128589248505	28	-147	480	-2336	2711
1131711724412162834	6	-91	48	-1504	1504
-5699123010400695163	-56	155	-880	2432	2566
-6176223095922312514	94	-59	1504	-912	1759
-4321281587051706	145	16	2272	240	1750
2004847102174116322	97	-107	1536	-1776	2348
-8754815357563962721	69	60	1136	944	1576
-481139892129968898	-134	0	-2128	16	2128
-346031903308751003	-95	-20	-1504	-336	1541
-1739895987979299866	-144	71	-2272	1152	2547
5634748401840358551	-140	-72	-2272	-1200	2612
7858682192832023613	109	-104	1744	-1728	2455
-4132714764993437481	-62	-152	-1008	-2400	2603
-6924383584009606104	141	-18	2304	-256	2907
-163354643418420337	11	138	160	2128	2134
-1788872633922077886	-63	86	-1040	1328	1862
7951287460173779850	-39	102	-672	1648	1780
528792324314307406	-105	111	-1696	1728	2467
4307875361633900844	-3	120	-48	1968	1648
6942199668669318715	58	-144	976	-2320	2517
4212736819506738204	77	-55	1232	-848	1606
-4406308442350233547	108	-10	1696	-176	1770
7777335924571853373	135	8	2128	144	2133
1558709264104090645	14	-110	240	-1728	1392
-4921126174751211183	131	-51	2112	-848	2318
-1463769035813995657	-63	-69	-928	-1136	1467
-2879588168667653165	80	-50	1248	-768	1427
6040635318271966523	-114	28	-1840	480	1902
5869780007409534422	72	-49	1200	-800	2150
-6968012205385235905	107	70	1680	1104	2010
7231837419714897443	-129	9	-2016	144	2021
4230469743050566799	-148	13	-2352	272	2790
-7133238016711708687	90	-122	1424	-2016	2468
3749147532877163212	117	8	1888	128	1265
-2329867539140478314	-38	-154	-608	-2448	2522
-8069705264223248848	83	131	1344	2064	2463
3708896611211040152	-59	139	-928	2272	1862
-6000019760467164215	-33	-155	-592	-2464	2534
7686419507115146435	-121	39	-1920	592	2024
8181815466126016853	-154	-20	-2496	-368	2523
2964113822842385637	-42	80	-688	1328	1496
-482547266979023946	78	-53	1280	-832	1560
-3083094576808176642	84	46	1360	752	1560
5678658498241813271	96	-2	1584	-48	1585
-7169829763668768458	6	-93	160	-1488	1395
1786985470241060255	43	112	720	1744	1719
-1743555162640613812	-52	-107	-768	-1680	1847
-7971751972314546483	-108	-90	-1776	-1392	2247
-3410168499738241189	46	134	720	2112	2095
-6269109838187520834	60	-95	928	-1552	1776
8281176132917596294	-84	47	-1328	800	1349
2747941040740788661	-92	-81	-1456	-1264	1928
5216476586494200364	107	47	1664	720	1716
-5585407119752183803	6	160	128	2544	2342
5937615476829418314	-142	35	-2272	608	2321
5792092913871163404	-75	53	-1200	912	1531
4630727159963517806	57	101	912	1680	1936
3742392133464744089	111	59	1808	896	2522
897524543850147152	58	112	928	1760	1990
4224558768570587125	105	18	1648	272	2616
5977866398502636192	8	152	128	2480	2596
-6664863655432811488	118	58	1888	960	2118
6776129432455706150	-98	-31	-1600	-464	1514
-6600405885764560601	-102	-94	-1584	-1456	1698
-8924826243440408403	121	108	1888	1744	2614
3817827427228974069	65	-112	1040	-1840	2114
2849553507344473052	96	137	1472	2176	2608
9024270071446723145	63	106	1024	1728	2009
-3926393607010396043	155	8	2416	128	2419
-504783790115569374	51	133	784	2176	2363
1559272214104485874	-146	36	-2400	576	2449
-717860347484111882	-59	72	-928	1104	1442
336263440297433549	-70	133	-1136	2064	2505
552436222411910067	141	21	2272	368	2302
-8609574269518641583	84	-72	1376	-1168	1836
5607445329160997185	-101	123	-1600	1936	1820
4515885369477973982	36	-120	624	-1952	2049
4942882909149366586	12	116	240	1920	2132
-3970022228392833014	97	49	1504	800	1710
5888075880944824351	-94	71	-1552	1136	1923
-5879266995420520893	69	-84	1136	-1376	2210
-6156519847480352556	-86	-23	-1376	-304	1409
-6912561634924988896	103	-105	1584	-1696	2321
2761451839647037164	96	1	1536	32	2054
-7164200264099443446	-86	13	-1440	208	1455
1795429719579257521	-53	109	-784	1744	1912
-4778699836474210280	123	73	1904	1168	2214
-1295165524702996861	117	-100	1808	-1616	2538
-690838749704913087	39	-130	656	-2112	2181
-8224797976342138238	-89	119	-1440	1888	2374
4905728212233965858	-64	-150	-1056	-2416	2637
-8130503859142036808	-113	-104	-1824	-1712	2584
8013211955125748659	-58	71	-960	1088	1484
6684650065052929640	51	-84	816	-1312	1545
-9030097884702727817	-130	-100	-2064	-1552	2561
-7036973574614400586	-144	31	-2336	480	2347
-7280167954492303563	-79	-81	-1312	-1312	1855
-7642707724495380951	-95	-104	-1568	-1680	2298
-4473299486732917498	105	91	1648	1408	2168
-572619259475579326	-41	-138	-688	-2224	2461
-9175620447659704264	-84	75	-1328	1248	1822
66610412636333593	-120	17	-1968	272	2240
3012808993868575978	-126	44	-2032	752	2167
9072965242451456506	68	134	1120	2128	2231
-8980558288791767136	128	68	2112	1120	2376
3514678877348047027	-3	-141	-64	-2320	2321
-8200309653348732285	-125	56	-2000	864	2415
6485928731506636919	127	-22	2016	-384	1989
-2610498090850070210	-28	-136	-432	-2128	2175
2253389506711656335	114	-1	1792	-16	1792
2231997408481955111	94	-28	1456	-448	1495
-4762655762776888734	45	157	704	2448	2547
7216356296076539003	-120	-88	-1920	-1488	2429
7269273591698781117	56	-109	896	-1776	2013
-175176592344246846	-37	110	-608	1760	1334
-8872753372703396008	-133	-57	-2192	-880	2330
4941475534302497557	143	-83	2256	-1392	2703
-5322228016474761793	138	-5	2176	-64	2177
6668605991401275136	153	-1	2416	32	2416
-4885660327593804461	-60	136	-944	2128	2328
8921531704994065651	34	-101	576	-1632	1614
5716657620169812076	70	-93	1168	-1504	1784
-2414028557093567417	-82	-37	-1360	-576	1438
2440288891258898860	150	-25	2368	-448	2386
3554929799033417044	111	-16	1808	-320	1820
3614039544143493199	-82	35	-1280	544	1391
-1943120921054278388	-110	62	-1792	960	2033
-6256161989191563596	123	108	1936	1792	2683
5687665697572302027	-75	43	-1216	640	1382
-2430354105739020880	-9	-83	-96	-1312	1316
-7055832398024049162	-87	-82	-1424	-1344	1613
8683966824659825832	-61	-142	-928	-2256	2439
1883531387331204681	-138	-5	-2256	-64	2354
7904281139173042471	-115	107	-1888	1728	2285
2030461325175558526	-128	92	-2032	1504	2960
5963511174755549968	-147	43	-2400	704	2490
-8399593936835763109	-81	25	-1232	416	866
1259219888990446536	88	90	1360	1424	1969
-6758876297585911032	-85	24	-1408	384	1508
-4639651197931370540	-104	128	-1696	2080	2664
6534060952553245701	-99	-25	-1648	-400	1725
-661283877100515242	-76	-82	-1168	-1328	1769
3835278875852590790	-137	29	-2176	496	2232
5729042519162419624	-39	154	-592	2464	2500
-1453635936539678451	102	-11	1584	-176	1569
-6615042584480657205	-108	-75	-1776	-1200	2143
5372132248696302966	-123	-68	-1920	-1104	2148
6264970874822897089	107	-100	1728	-1632	2332
2539649558058432653	41	115	624	1824	2457
6583037598507091585	116	-53	1856	-896	2069
7925391762440749181	-165	16	-2640	192	2880
-5616369367108613339	143	-35	2336	-560	2172
-5195282801949085835	-30	87	-448	1424	1273
3427140159629887189	-31	107	-496	1744	1813
-1433932688161611353	-64	-65	-1056	-992	1449
-35565003862500205	117	24	1840	352	2385
-7386565495637831434	24	-167	400	-2720	2767
-8328662242688170487	-24	-132	-352	-2144	2173
2028772475333855214	-20	138	-384	2208	2111
-2653000812294303884	-37	-111	-608	-1824	1923
8862703434892339838	145	73	2288	1216	2540
2730208117297625789	-58	54	-960	896	1191
-3708813449935240475	13	-142	208	-2336	2345
-8663898939949451485	60	94	928	1472	1713
4140397750618881586	73	60	1152	976	1510
1860168964286682847	-57	-129	-880	-2032	2214
7129099053334796783	-56	149	-896	2432	2607
-7396135644840581928	-87	-96	-1360	-1552	2064
-5472254179022124374	147	-70	2352	-1072	2585
5164966665851563993	100	-60	1600	-928	1842
-1845730579079866561	143	35	2288	528	1871
-7715046793449998124	125	-78	2016	-1248	2371
12285742188355057	114	108	1792	1776	2523
-3735553572713229506	133	48	2176	768	2135
-6080240128712778899	-106	96	-1712	1488	2141
5596749280129131159	30	-153	496	-2400	2451
4996644629783247110	-88	-132	-1408	-2160	2578
8431202295606927702	-108	-96	-1696	-1552	2288
4690399855125103880	-56	-134	-896	-2192	2368
1094275552669824071	-87	-87	-1392	-1424	1052
6914615121093540333	47	-125	704	-2048	2236
-8979995338780469058	-110	-81	-1792	-1344	2240
-547849461459205151	-48	86	-832	1344	1540
-4341287722588386335	107	-89	1744	-1456	1912
3022660618117610461	127	78	2064	1216	2312
-3123908448312193114	-129	-68	-2032	-1088	2155
2673068697044980223	-89	53	-1488	832	1705
